Lev.YearMonth;HÑmtstÑlle;HÑmtstÑlle Gatuadress;HÑmtstÑlle Ort;HÑmtstÑlle MÑrkning;Artikel;RODkod;RodKodbeskr;EWCkod;Farligt avfall;Kvantitet kg
202305;0469536      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg 2;Gîteborg;Volvohallen, kundnr: 0469536;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;60
202305;0469536      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg 2;Gîteborg;Volvohallen, kundnr: 0469536;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;25
202305;05177977    Volvo Personvagnar AB (Gîteborg);Gustaf Larssons vÑg;Gîteborg;PVS Design Office Waste;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;60
202305;05177977    Volvo Personvagnar AB (Gîteborg);Gustaf Larssons vÑg;Gîteborg;PVS Design Office Waste;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;50
202305;0468777      Volvo Personvagnar AB (Gîteborg);Gustaf Larssons vÑg;Gîteborg;Rest. Hive Food Market kundnr: 0468777;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;560
202305;05122775    Volvo Personvagnar AB (Gîteborg);Gustaf Larssons VÑg;Gîteborg;SAAN;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;50
202305;05122775    Volvo Personvagnar AB (Gîteborg);Gustaf Larssons VÑg;Gîteborg;SAAN;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;100
202305;05122775    Volvo Personvagnar AB (Gîteborg);Gustaf Larssons VÑg;Gîteborg;SAAN;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;120
202305;05279690    Volvo Personvagnar AB (Gîteborg);John Bunyans VÑg;Gîteborg;PVôL Office Waste;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;50
202305;05279690    Volvo Personvagnar AB (Gîteborg);John Bunyans VÑg;Gîteborg;PVôL Office Waste;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;95
202305;03879145    Volvo Personvagnar AB (Gîteborg);John Bunyans vÑg 4;Gîteborg;PV Byggnad PVôL;3425 Sekretesspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;310
202305;03879145    Volvo Personvagnar AB (Gîteborg);John Bunyans vÑg 4;Gîteborg;PV Byggnad PVôL;3758 Slam fîr behandling;R3;R3 Recycled, incl metal scrap;130508;JA;640
202305;03879145    Volvo Personvagnar AB (Gîteborg);John Bunyans vÑg 4;Gîteborg;PV Byggnad PVôL;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;11 340
202305;0469510      Volvo Personvagnar AB (Gîteborg);Miljîstation 2;Gîteborg;RA 2:an;1899 Blandskrot;R4;R4 Recycled, incl metal scrap;200140;NEJ;21 800
202305;05645056    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg. RA;Gîteborg;RA FNI 2 ôstra;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;50
202305;05645056    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg. RA;Gîteborg;RA FNI 2 ôstra;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;10
202305;0447193      Volvo Personvagnar AB (Gîteborg);N/A;Gîteborg;PVô, kundnr: 0447193;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;6 520
202305;0458430      Volvo Personvagnar AB (Gîteborg);PV ôvrigt;Gîteborg;PVTR kundnr: 0458430;3431 Kontorspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;26
202305;05177985    Volvo Personvagnar AB (Gîteborg);PV-gatan;Gîteborg;PV14 Office Waste;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;180
202305;05177985    Volvo Personvagnar AB (Gîteborg);PV-gatan;Gîteborg;PV14 Office Waste;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;530
202305;05825575    Volvo Personvagnar AB (Gîteborg);PV-gatan, Port PV14;Gîteborg;Rum 1372;3758 Slam fîr behandling;R3;R3 Recycled, incl metal scrap;130508;JA;3 520
202305;05190673    Volvo Personvagnar AB (Gîteborg);Rîra ByvÑg;Gîteborg;CWT2;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;420
202305;0469601      Volvo Personvagnar AB (Gîteborg);TLE;Gîteborg;TLE, kundnr: 0469601;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;4 585
202305;05153739    Volvo Personvagnar AB (Gîteborg);TunnelvÑgen;Gîteborg;PVT;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;50
202305;05153739    Volvo Personvagnar AB (Gîteborg);TunnelvÑgen;Gîteborg;PVT;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;15
202305;05642202    Volvo Personvagnar AB (Gîteborg);UtrustningsvÑgen;Gîteborg;WPO TUN;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;50
202305;05642202    Volvo Personvagnar AB (Gîteborg);UtrustningsvÑgen;Gîteborg;WPO TUN;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;10
202305;0468793      Volvo Personvagnar AB (Gîteborg);VAK / Gunnar Engellaus vÑg 8;Gîteborg;The Melting Pot och The Bikery;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;140
202305;0468793      Volvo Personvagnar AB (Gîteborg);VAK / Gunnar Engellaus vÑg 8;Gîteborg;The Melting Pot och The Bikery;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;640
202305;0468793      Volvo Personvagnar AB (Gîteborg);VAK / Gunnar Engellaus vÑg 8;Gîteborg;The Melting Pot och The Bikery;3922 Organiskt avfall fr. kîk;R3;R3 Recycled, incl metal scrap;200108;NEJ;2 081
202305;0178863      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg;Gîteborg;PVH, kundnr: 0178863;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;90
202305;0178863      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg;Gîteborg;PVH, kundnr: 0178863;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;200
202305;0178863      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg;Gîteborg;PVH, kundnr: 0178863;3425 Sekretesspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;180
202305;0178863      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg;Gîteborg;PVH, kundnr: 0178863;3431 Kontorspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;370
202305;0178863      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg;Gîteborg;PVH, kundnr: 0178863;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;400
202305;0468785      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg 3;Gîteborg;Rest. Hîjden, kundnr: 0468785;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;100
202305;0468785      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg 3;Gîteborg;Rest. Hîjden, kundnr: 0468785;3922 Organiskt avfall fr. kîk;R3;R3 Recycled, incl metal scrap;200108;NEJ;567
202305;04363347    Volvo Personvagnar AB (Gîteborg);Volvo Jakobs VÑg/PVD Norra;Gîteborg;Rest. The Harvest (Volvo PVD);3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;130
202305;03764123    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons VÑg;Gîteborg;Chang i Polestar-huset;3285 FTI Metallfîrp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;65
202305;0468801      Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg 5;Gîteborg;Rest. Jacob, kundnr: 0468801;3285 FTI Metallfîrp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;35
202305;05456355    Volvo Personvagnar AB (Gîteborg);DesignvÑgen;Gîteborg;PV Miljî 1;3285 FTI Metallfîrp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;20
202305;0185512      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus;Gîteborg;Rest. Emma, kundnr: 0185512;3285 FTI Metallfîrp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;25
202305;0178855      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;VAK, kundnr: 0178855;3024 Litiumbatterier;R4;R4 Recycled, incl metal scrap;160605;NEJ;2
202305;0178855      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;VAK, kundnr: 0178855;3501 Batterier, smÜ (maxvikt 3 kg);R4;R4 Recycled, incl metal scrap;200133;JA;1
202305;0178855      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;VAK, kundnr: 0178855;3715 ôvriga lampor < 60 cm;R4;R4 Recycled, incl metal scrap;160215;JA;1
202305;0468777      Volvo Personvagnar AB (Gîteborg);Gustaf Larssons vÑg;Gîteborg;Rest. Hive Food Market kundnr: 0468777;3285 FTI Metallfîrp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;70
202305;05122775    Volvo Personvagnar AB (Gîteborg);Gustaf Larssons VÑg;Gîteborg;SAAN;3285 FTI Metallfîrp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;5
202305;04324778    Volvo Personvagnar AB (Gîteborg);John Bunyans vÑg 4;Gîteborg;PVôL DÑckhallen;579 AluminiumfÑlgar;R4;R4 Recycled, incl metal scrap;160118;NEJ;2 100
202305;05645072    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg. RA;Gîteborg;RA FNI 3 Sîdra;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;35
202305;05645072    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg. RA;Gîteborg;RA FNI 3 Sîdra;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;60
202305;04621678    Volvo Personvagnar AB (Gîteborg);Miljîstation RA;Gîteborg;FA Styckegods;18019 Kontorselektronik;R4;R4 Recycled, incl metal scrap;160213;JA;297
202305;04621678    Volvo Personvagnar AB (Gîteborg);Miljîstation RA;Gîteborg;FA Styckegods;18041 Bilelektronik;R4;R4 Recycled, incl metal scrap;160213;JA;797
202305;0447250      Volvo Personvagnar AB (Gîteborg);N/A;Gîteborg;PV Bilar, kundnr: 0447250;1882 Miljîbeh.Bilkarosser Mix Opressad;R4;R4 Recycled, incl metal scrap;200140;NEJ;51 260
202305;0447193      Volvo Personvagnar AB (Gîteborg);N/A;Gîteborg;PVô, kundnr: 0447193;1875 Komplext skrot fîr fragm;R4;R4 Recycled, incl metal scrap;120199;NEJ;14 348
202305;03725918    Volvo Personvagnar AB (Gîteborg);N/A;Gîteborg;TGS  FÑrglabb;1919 Sort. elavf. fîr fragm.;R4;R4 Recycled, incl metal scrap;191212;NEJ;1 980
202305;0447235      Volvo Personvagnar AB (Gîteborg);N/A;Gîteborg;TLE Bilar, kundnr: 0447235;1882 Miljîbeh.Bilkarosser Mix Opressad;R4;R4 Recycled, incl metal scrap;200140;NEJ;7 860
202305;05250022    Volvo Personvagnar AB (Gîteborg);Parkering PVBL;Gîteborg;Batlab Steg 3;1899 Blandskrot;R4;R4 Recycled, incl metal scrap;170405;NEJ;940
202305;0283077      Volvo Personvagnar AB (Gîteborg);PVRS Riskskjul Dîda dalen;Gîteborg;PV Styckegods Farligt Avfall;3501 Batterier, smÜ (maxvikt 3 kg);R4;R4 Recycled, incl metal scrap;200133;JA;7
202305;0283077      Volvo Personvagnar AB (Gîteborg);PVRS Riskskjul Dîda dalen;Gîteborg;PV Styckegods Farligt Avfall;3702 Oljefilter;R4;R4 Recycled, incl metal scrap;160107;JA;96
202305;0283077      Volvo Personvagnar AB (Gîteborg);PVRS Riskskjul Dîda dalen;Gîteborg;PV Styckegods Farligt Avfall;3803 Litiumjonbatterier;R4;R4 Recycled, incl metal scrap;160605;NEJ;164
202305;05552054    Volvo Personvagnar AB (Gîteborg);PVTR TunnelvÑgen;Gîteborg;PV - TP3-4 Elektrifiering;1899 Blandskrot;R4;R4 Recycled, incl metal scrap;170405;NEJ;3 270
202305;05190673    Volvo Personvagnar AB (Gîteborg);Rîra ByvÑg;Gîteborg;CWT2;1899 Blandskrot;R4;R4 Recycled, incl metal scrap;170405;NEJ;2 100
202305;05190673    Volvo Personvagnar AB (Gîteborg);Rîra ByvÑg;Gîteborg;CWT2;3501 Batterier, smÜ (maxvikt 3 kg);R4;R4 Recycled, incl metal scrap;200133;JA;2
202305;0469601      Volvo Personvagnar AB (Gîteborg);TLE;Gîteborg;TLE, kundnr: 0469601;1875 Komplext skrot fîr fragm;R4;R4 Recycled, incl metal scrap;120199;NEJ;15 970
202305;0447201      Volvo Personvagnar AB (Gîteborg);TunnelvÑgen, G5 FîrrÜd 101;Gîteborg;PV èV GèRD, kundnr: 0447201;1875 Komplext skrot fîr fragm;R4;R4 Recycled, incl metal scrap;120199;NEJ;8 640
202305;0447201      Volvo Personvagnar AB (Gîteborg);TunnelvÑgen, G5 FîrrÜd 101;Gîteborg;PV èV GèRD, kundnr: 0447201;18009 Kyl/Frys ej PA stîrre;R4;R4 Recycled, incl metal scrap;160211;JA;570
202305;0447201      Volvo Personvagnar AB (Gîteborg);TunnelvÑgen, G5 FîrrÜd 101;Gîteborg;PV èV GèRD, kundnr: 0447201;18019 Kontorselektronik;R4;R4 Recycled, incl metal scrap;160213;JA;2 962
202305;05314943    Volvo Personvagnar AB (Gîteborg);UtrustningsvÑgen;Gîteborg;Project - TUN Etapp 2;1899 Blandskrot;R4;R4 Recycled, incl metal scrap;170405;NEJ;2 140
202305;0468793      Volvo Personvagnar AB (Gîteborg);VAK / Gunnar Engellaus vÑg 8;Gîteborg;The Melting Pot och The Bikery;3285 FTI Metallfîrp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;35
202305;0178863      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg;Gîteborg;PVH, kundnr: 0178863;3285 FTI Metallfîrp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;5
202305;0468785      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg 3;Gîteborg;Rest. Hîjden, kundnr: 0468785;3285 FTI Metallfîrp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;30
202305;04363347    Volvo Personvagnar AB (Gîteborg);Volvo Jakobs VÑg/PVD Norra;Gîteborg;Rest. The Harvest (Volvo PVD);3285 FTI Metallfîrp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;60
202305;03764123    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons VÑg;Gîteborg;Chang i Polestar-huset;3292 FTI Glas ofÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202305;03764123    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons VÑg;Gîteborg;Chang i Polestar-huset;3293 FTI Glas fÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;20
202305;0468801      Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg 5;Gîteborg;Rest. Jacob, kundnr: 0468801;3293 FTI Glas fÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;15
202305;05456355    Volvo Personvagnar AB (Gîteborg);DesignvÑgen;Gîteborg;PV Miljî 1;3292 FTI Glas ofÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;25
202305;05456355    Volvo Personvagnar AB (Gîteborg);DesignvÑgen;Gîteborg;PV Miljî 1;3293 FTI Glas fÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;25
202305;0185512      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus;Gîteborg;Rest. Emma, kundnr: 0185512;3293 FTI Glas fÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202305;05119540    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;VAK Godsmottagning;3292 FTI Glas ofÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;10
202305;05119540    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;VAK Godsmottagning;3293 FTI Glas fÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;10
202305;04472569    Volvo Personvagnar AB (Gîteborg);Gustaf Larssons vÑg;Gîteborg;Batterilab PV 17;4244 SlÑckvatten innehÜllande;R5;R5 Recycled, incl metal scrap;161001;JA;520
202305;0468777      Volvo Personvagnar AB (Gîteborg);Gustaf Larssons vÑg;Gîteborg;Rest. Hive Food Market kundnr: 0468777;3292 FTI Glas ofÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;50
202305;0468777      Volvo Personvagnar AB (Gîteborg);Gustaf Larssons vÑg;Gîteborg;Rest. Hive Food Market kundnr: 0468777;3293 FTI Glas fÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;25
202305;0959346      Volvo Personvagnar AB (Gîteborg);N/A;Gîteborg;TGS, Endast FA,  kundnr: 0959346;3525 Emulsioner;R5;R5 Recycled, incl metal scrap;120109;JA;36
202305;0283077      Volvo Personvagnar AB (Gîteborg);PVRS Riskskjul Dîda dalen;Gîteborg;PV Styckegods Farligt Avfall;3952 Emulsionskoncentrat;R5;R5 Recycled, incl metal scrap;130105;JA;1 144
202305;04133906    Volvo Personvagnar AB (Gîteborg);PVèV GÜrden, Rîra ByvÑg;Gîteborg;PVèV Office Waste;3292 FTI Glas ofÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;25
202305;04133906    Volvo Personvagnar AB (Gîteborg);PVèV GÜrden, Rîra ByvÑg;Gîteborg;PVèV Office Waste;3293 FTI Glas fÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;25
202305;05190673    Volvo Personvagnar AB (Gîteborg);Rîra ByvÑg;Gîteborg;CWT2;3692 Gips;R5;R5 Recycled, incl metal scrap;170802;NEJ;5 140
202305;05190673    Volvo Personvagnar AB (Gîteborg);Rîra ByvÑg;Gîteborg;CWT2;3913 Konstruktionsmaterial, bygg & riv;R5;R5 Recycled, incl metal scrap;170904;NEJ;1 100
202305;0447201      Volvo Personvagnar AB (Gîteborg);TunnelvÑgen, G5 FîrrÜd 101;Gîteborg;PV èV GèRD, kundnr: 0447201;3292 FTI Glas ofÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202305;0447201      Volvo Personvagnar AB (Gîteborg);TunnelvÑgen, G5 FîrrÜd 101;Gîteborg;PV èV GèRD, kundnr: 0447201;3293 FTI Glas fÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202305;0468793      Volvo Personvagnar AB (Gîteborg);VAK / Gunnar Engellaus vÑg 8;Gîteborg;The Melting Pot och The Bikery;3292 FTI Glas ofÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;20
202305;0468793      Volvo Personvagnar AB (Gîteborg);VAK / Gunnar Engellaus vÑg 8;Gîteborg;The Melting Pot och The Bikery;3293 FTI Glas fÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;20
202305;0178863      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg;Gîteborg;PVH, kundnr: 0178863;3292 FTI Glas ofÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;25
202305;0178863      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg;Gîteborg;PVH, kundnr: 0178863;3293 FTI Glas fÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;25
202305;05017280    Volvo Personvagnar AB (Gîteborg);Volvo Jakobs VÑg;Gîteborg;PVôS Hîrnet;3292 FTI Glas ofÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202305;05017280    Volvo Personvagnar AB (Gîteborg);Volvo Jakobs VÑg;Gîteborg;PVôS Hîrnet;3293 FTI Glas fÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202305;0468785      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg 3;Gîteborg;Rest. Hîjden, kundnr: 0468785;3292 FTI Glas ofÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;25
202305;0468785      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg 3;Gîteborg;Rest. Hîjden, kundnr: 0468785;3293 FTI Glas fÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;25
202305;04363347    Volvo Personvagnar AB (Gîteborg);Volvo Jakobs VÑg/PVD Norra;Gîteborg;Rest. The Harvest (Volvo PVD);3292 FTI Glas ofÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;25
202305;04363347    Volvo Personvagnar AB (Gîteborg);Volvo Jakobs VÑg/PVD Norra;Gîteborg;Rest. The Harvest (Volvo PVD);3293 FTI Glas fÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;25
202305;0283077      Volvo Personvagnar AB (Gîteborg);PVRS Riskskjul Dîda dalen;Gîteborg;PV Styckegods Farligt Avfall;3958 Spillolja;R9;R9 Recycled, incl metal scrap;130899;JA;217
202305;05705835    Volvo Personvagnar AB (Gîteborg);UtrustningsvÑgen TU îstra sidan;Gîteborg;Cars & Technical support;3958 Spillolja;R9;R9 Recycled, incl metal scrap;130899;JA;180
202306;05552054    Volvo Personvagnar AB (Gîteborg);PVTR TunnelvÑgen;Gîteborg;PV - TP3-4 Elektrifiering;3230 BrÑnnbart FA, îvrigt;D10;D10 Without energy recovery;170204;JA;500
202306;04430708    Volvo Personvagnar AB (Gîteborg);John Bunyans vÑg 4;Gîteborg;Skrotning Airbags PVôL;3547 Pyroteknisk utrustning;D10;D10 Without energy recovery;160110;JA;296
202306;0447193      Volvo Personvagnar AB (Gîteborg);N/A;Gîteborg;PVô, kundnr: 0447193;3547 Pyroteknisk utrustning;D10;D10 Without energy recovery;160110;JA;2
202306;05190673    Volvo Personvagnar AB (Gîteborg);Rîra ByvÑg;Gîteborg;CWT2;3663 Isolering ej Ütervinningsbar;D1;D1 Landfill;170604;NEJ;300
202306;05668033    Volvo Personvagnar AB (Gîteborg);TunnelvÑgen;Gîteborg;Project - WPO PV Renovation;3663 Isolering ej Ütervinningsbar;D1;D1 Landfill;170604;NEJ;60
202306;0283051      Volvo Personvagnar AB (Gîteborg);N/A;Gîteborg;Byggnad PVô, kundnr: 0283051;3758 Slam fîr behandling;D10;D10 Without energy recovery;130508;JA;340
202306;0468793      Volvo Personvagnar AB (Gîteborg);VAK / Gunnar Engellaus vÑg 8;Gîteborg;The Melting Pot och The Bikery;3904 Verksamhetsavfall till deponi;D1;D1 Landfill;160304;NEJ;10
202306;0476374      Volvo Personvagnar AB (Gîteborg);N/A;Gîteborg;PVS Design, kundnr: 0476374;3916 Avfall till deponi, bygg & riv;D1;D1 Landfill;170904;NEJ;3 520
202306;04621678    Volvo Personvagnar AB (Gîteborg);Miljîstation RA;Gîteborg;FA Styckegods;3931 Aerosoler;D10;D10 Without energy recovery;160504;JA;162
202306;0469601      Volvo Personvagnar AB (Gîteborg);TLE;Gîteborg;TLE, kundnr: 0469601;3931 Aerosoler;D10;D10 Without energy recovery;160504;JA;61
202306;05250022    Volvo Personvagnar AB (Gîteborg);Parkering PVBL;Gîteborg;Batlab Steg 3;4123 PCB-avfall fast, asbesthaltigt;D10;D10 Without energy recovery;170902;JA;290
202306;0283077      Volvo Personvagnar AB (Gîteborg);PVRS Riskskjul Dîda dalen;Gîteborg;PV Styckegods Farligt Avfall;3030 Bensin;R1;R1 With energy recovery;130702;JA;426
202306;05628151    Volvo Personvagnar AB (Gîteborg);AmazonvÑgen;Gîteborg;VHK;3094 HushÜllsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;550
202306;03764123    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons VÑg;Gîteborg;Chang i Polestar-huset;3094 HushÜllsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;683
202306;0468801      Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg 5;Gîteborg;Rest. Jacob, kundnr: 0468801;3094 HushÜllsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;318
202306;0185512      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus;Gîteborg;Rest. Emma, kundnr: 0185512;3094 HushÜllsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;300
202306;0468777      Volvo Personvagnar AB (Gîteborg);Gustaf Larssons vÑg;Gîteborg;Rest. Hive Food Market kundnr: 0468777;3094 HushÜllsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;3 080
202306;05190673    Volvo Personvagnar AB (Gîteborg);Rîra ByvÑg;Gîteborg;CWT2;3094 HushÜllsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;1 250
202306;0468793      Volvo Personvagnar AB (Gîteborg);VAK / Gunnar Engellaus vÑg 8;Gîteborg;The Melting Pot och The Bikery;3094 HushÜllsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;2 617
202306;0178863      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg;Gîteborg;PVH, kundnr: 0178863;3094 HushÜllsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;1 710
202306;0468785      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg 3;Gîteborg;Rest. Hîjden, kundnr: 0468785;3094 HushÜllsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;593
202306;05336987    Volvo Personvagnar AB (Gîteborg);PressvÑgen/VÑster om TLA;Gîteborg;MîbelfîrrÜd WPO;3160 TrÑavfall mÜlat, bygg & riv;R1;R1 With energy recovery;170201;NEJ;820
202306;05190673    Volvo Personvagnar AB (Gîteborg);Rîra ByvÑg;Gîteborg;CWT2;3160 TrÑavfall mÜlat, bygg & riv;R1;R1 With energy recovery;170201;NEJ;8 960
202306;05668033    Volvo Personvagnar AB (Gîteborg);TunnelvÑgen;Gîteborg;Project - WPO PV Renovation;3160 TrÑavfall mÜlat, bygg & riv;R1;R1 With energy recovery;170201;NEJ;820
202306;05190673    Volvo Personvagnar AB (Gîteborg);Rîra ByvÑg;Gîteborg;CWT2;3163 Plast, Bygg och rivning;R1;R1 With energy recovery;170203;NEJ;780
202306;04621678    Volvo Personvagnar AB (Gîteborg);Miljîstation RA;Gîteborg;FA Styckegods;3221 FÑrg-, lack-, limavfall;R1;R1 With energy recovery;80409;JA;185
202306;0283077      Volvo Personvagnar AB (Gîteborg);PVRS Riskskjul Dîda dalen;Gîteborg;PV Styckegods Farligt Avfall;3221 FÑrg-, lack-, limavfall;R1;R1 With energy recovery;80111;JA;172
